"The product %s already exists in comparison list.","มีสินค้า %s สำหรับการเปรียบเทียบสินค้าแล้ว",""
"You have %s item(s) reached the maximum number of products to compare. Please remove some items before adding new one.","คุณมีสินค้า %s ชิ้น ในการเปรียบเทียบสินค้า กรุณาลบสินค้าออกสำหรับการเพิ่มสินค้าใหม่"
